"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2019 - 01","207029","98.5","17","-15.0","29","5","66.7","0","0","-100.0"
"2019 - 02","207141","98.5","17","0.0","17.4","3","-40.0","5.8","1","NaN.0"
"2019 - 03","207252","156.3","27","58.8","29","5","66.7","17.4","3","200.0"
"2019 - 04","207364","121.5","21","-22.2","34.7","6","20.0","17.4","3","0.0"
"2019 - 05","207475","150.4","26","23.8","52.1","9","50.0","5.8","1","-66.7"
"2019 - 06","207587","86.7","15","-42.3","17.3","3","-66.7","17.3","3","200.0"
"2019 - 07","207698","75.1","13","-13.3","52","9","200.0","5.8","1","-66.7"
"2019 - 08","207804","75.1","13","0.0","28.9","5","-44.4","0","0","-100.0"
"2019 - 09","207910","46.2","8","-38.5","17.3","3","-40.0","0","0","NaN.0"
"2019 - 10","208016","69.2","12","50.0","23.1","4","33.3","5.8","1","NaN.0"
"2019 - 11","208122","63.4","11","-8.3","51.9","9","125.0","0","0","-100.0"
"2019 - 12","208228","40.3","7","-36.4","17.3","3","-66.7","23.1","4","NaN.0"
"2020 - 01","208334","74.9","13","85.7","23","4","33.3","17.3","3","-25.0"
"2020 - 02","208440","92.1","16","23.1","11.5","2","-50.0","5.8","1","-66.7"
"2020 - 03","208546","97.8","17","6.3","17.3","3","50.0","11.5","2","100.0"
"2020 - 04","208652","86.3","15","-11.8","17.3","3","0.0","NaN","NaN","NaN.0"
"2020 - 05","208758","97.7","17","13.3","28.7","5","66.7","NaN","NaN","NaN.0"
"2020 - 06","208864","126.4","22","29.4","17.2","3","-40.0","NaN","NaN","NaN.0"
